,Filename,text,language
0,000815_HeavensRevenge-20110528-qbe_de10-016.wav,simple and fork in an from the block and hyperlink and,German
0,001700_GeorgSimmel-20140421-ndq_de11-167.wav,nashta financed Yogi woulda fitting used to control volume,German
0,001900_AdrianTovar-20080727-bxq_de11-074.wav,Japan try principal with sharing 8,German
0,002094_HeavensRevenge-20110529-rju_de9-043.wav,in private network that not present in our masturabation,German
0,002875_HeavensRevenge-20110528-wng_de3-42.wav,in a Proton with effect is an event off login,German
0,003168_BRwgt-20140228-vcp_de8-058.wav,Eid computer for internet admin distance any IP address,German
0,004172_Crokoking-20110119-dbi_de10-155.wav,is it possible to grow strawberry answer from takli,German
0,005041_BRwgt-20140228-zpn_de11-019.wav,bus is twins bye good so kind 29 Titli shaped Yogi theatre wale,German
0,005269_DanielNeuhaus-20080303-jzi_de4-68.wav,antim mathematician operator activation permission eigenschaften Subah Tu chahiye,German
0,006608_Crokoking-20110119-dbi_de10-148.wav,experiment is a no 20,German
0,007112_Defense-20090727-wmu_de7-051.wav,1st November increases blood second,German
0,007350_HeavensRevenge-20110528-bno_de6-16.wav,taking my no 150 - 3 Guna paragraph 150,German
0,009441_Crazo-20091014-jzh_de5-003.wav,district versus office ka result,German
0,009829_HeavensRevenge-20110529-lge_HeavensRevenge-20110529-lge_de11-033.wav,the ones are clear on and on failing a snake stick,German
0,009881_Crokoking-20110119-dbi_de10-154.wav,nasta 2002 snan son name,German
0,010830_AdrianTovar-20080727-xjh_de11-144.wav,that's why I just after it can't be fired,German
0,010918_AnnaKarpekewitsch-20091129-jbu_de9-029.wav,jio phone se Idea Kaise Din Sehwag in a liar,German
0,010981_AdrianTovar-20080727-paz_de3-23.wav,this Republic toys went out in GB they did air kinderstars cabled house,German
0,014341_AdrianTovar-20080727-xjh_de11-149.wav,what items time in this stuff tribal I am,German
0,015885_HeavensRevenge-20110529-wfp_de2-11.wav,yah to Aishwarya sicherheitssysteme on Vishakha,German
0,018966_AndreyBarrientosCostaRica-20130720-pyu_de10-012.wav,BPL unterschrift hindisixi Mein Kunda dam built,German
0,020308_HeavensRevenge-20110529-uiz_de11-110.wav,echo point uthana sign and Secure location to allow water,German
0,021119_GeorgSimmel-20140421-ndq_de11-168.wav,inflexion tourist in Supreme,German
0,022869_DanielNeuhaus-20080303-hfe_de3-50.wav,the price of computer,German
0,023277_HeavensRevenge-20110529-klu_de7-071.wav,play Regulation and fun of therefore,German
0,024134_HeavensRevenge-20110528-baj_de3-31.wav,I am text converter FaceTime for comment on bacteria on,German
0,024542_DanielNeuhaus-20080303-zpn_de5-126.wav,T4 Unki councillors list,German
0,024901_BRwgt-20140228-bgs_de8-028.wav,when can we learn nets for FIFA is who seek to ensure that awesome under the next h,German
0,027068_BRwgt-20140723-trd_de11-007.wav,funky Stenography creation time,German
0,027250_HeavensRevenge-20110528-ezs_de3-14.wav,internazionale Shroff fitness Suna list Cup on Windows,German
0,027477_BRwgt-20140228-nrb_de11-139.wav,TB cook admit I na cal staff staff biotin,German
0,031092_HeavensRevenge-20110529-ujo_de2-11.wav,yah To Bata sicherheitssysteme on the Shakha,German
0,031439_HeavensRevenge-20110529-uiz_de11-113.wav,10 photo kholo carnivorous internet for Vendetta,German
0,Error,Error,Error
0,035083_HeavensRevenge-20110529-byr_de4-52.wav,image of riot Centre for next 3 Mein from you can avoid the more than a few dollars more than stand,German
0,035352_HeavensRevenge-20110529-mlp_de11-108.wav,machine from Ham is noise in the afternoon configured,German
0,035575_HeavensRevenge-20110529-lid_de7-032.wav,and from the fresh Solitaire can't come of their own,German
0,036377_HeavensRevenge-20110528-baj_de3-35.wav,this is begin our kind,German
0,036587_BRwgt-20140228-kwo_de8-122.wav,3 stage how busy a b house 3 hun,German
0,040458_DirkSchnelleWalka-20090902-qoy_de5-035.wav,fire hydrant exercise,German
0,040507_1337ad-20170321-bej_de6-51.wav,places to visit in halftones booking the common,German
0,Error,Error,Error
0,042283_BRwgt-20140718-oxg_de8-076.wav,Kithe the internal IP address book and iron computer M learn forgiven,German
0,042324_HeavensRevenge-20110528-ezs_de3-16.wav,I am intern at 293 what Rashi Khanna all cylinders Mukesh,German
0,043210_DirkSchnelleWalka-20140703-eyz_de8-004.wav,Bansa fashion School l m Darshan Karva song,German
0,044141_AdrianTovar-20080727-gov_de2-19.wav,account of the five height and 19 of them files,German
0,044230_BRwgt-20140228-msx_de8-141.wav,laughing didn't give MI note 9 work in,German
0,044642_HeavensRevenge-20110528-ory_de4-15.wav,yeah party wear suit Sachiv elemental free first Muslim ke Nariyal,German
0,047144_BRwgt-20140228-bgs_de8-027.wav,sudden b l mission kind returns give you can get it all done,German
0,048020_HeavensRevenge-20110528-rms_de10-032.wav,tender praxis Moses nuestro,German
0,049792_BRwgt-20140228-qlo_de8-099.wav,Shayad Hindi for style women,German
0,051059_DirkSchnelleWalka-20140703-eyz_de8-008.wav,police police physical test,German
0,052105_HeavensRevenge-20110529-llt_de7-095.wav,it's not send any wireless LAN in fast of towards implementable,German
0,052589_BRwgt-20140228-nrb_de11-135.wav,seat available for creation for hand,German
0,057011_DirkSchnelleWalka-20101217-iws_de11-105.wav,Achyutam usko with dragon for their interest,German
0,057039_HeavensRevenge-20110528-wng_de3-47.wav,Sanskrit vyakaran voice Tanu 20 quality of personnel at newport Ragam,German
0,057839_BRwgt-20140228-yvz_de8-056.wav,schism cooled I ne ke Khoon click the annual khuman,German
0,057846_HeavensRevenge-20110529-qmc_de6-54.wav,China westergren is right again as it is clear because,German
0,058036_HeavensRevenge-20110528-qbe_de10-013.wav,Poland Kovalam Khandan and fastener for Somwar,German
0,059966_BRwgt-20140718-oxg_de8-074.wav,I Nahin IP address ward inspire IP address of Thailand,German
0,062521_FlorianLaggwwwlaggat-20121008-lia_de4-73.wav,Nach Nach,German
0,062961_DirkSchnelleWalka-20140703-lys_de5-099.wav,sq ft in square shaped images with answer,German
0,064152_BRwgt-20140228-msx_de8-134.wav,Ahinsa Din Khet Me and him at Kabil thinking stunt,German
0,064244_1337ad-20170321-mba_de7-014.wav,buddhivantha please and I,German
0,064375_1337ad-20170321-mba_de7-019.wav,list list in rice in Kurnool route which we can give born,German
0,064711_Crazo-20091014-rfm_de7-008.wav,it was 5% of forces between A and B tech to give,German
0,066345_HeavensRevenge-20110529-ujo_HeavensRevenge-20110529-ujo_de2-05.wav,chicken pox on the system's contained in an refund bekenstein,German
0,067221_AdrianTovar-20080727-paz_de3-24.wav,the signal with two fragments and a loser in Saina Piston Thailand Saini,German
0,068597_BRwgt-20140228-yvz_de8-055.wav,assistant consigned fictitious concept superstition,German
0,071237_DanielNeuhaus-20080303-jzi_de4-67.wav,Mamta sukti mathematic for standard INOX Omaxe hotel,German
0,074584_HeavensRevenge-20110529-gbj_de9-138.wav,tellarindi party Funk mutual Jackson,German
0,075028_1337ad-20170321-bej_de6-54.wav,China white again status cloud because,German
0,075951_BRwgt-20140718-ynj_de4-21.wav,team rocket site and split of the communal even if the communal for Fashion Street,German
0,076421_HeavensRevenge-20110528-fum_HeavensRevenge-20110528-fum_de4-02.wav,social text width fit nagananda fossils,German
0,077032_HeavensRevenge-20110529-uiz_de11-111.wav,IOS for lannisters Ocean waters drink and anna and,German
