,Filename,text,language
0,000141_text_02204.wav,usne Krodh hokar Kaha sugriv Mein sthit Buddhi Atma Shuddhi Chitra Shuddhi Daya parakram Gambhir ya Kahin Bhi lesh Matra Nahin Hai,Hindi
0,000510_text_02769 (2).wav,Ek jhatke se uska Hath Pahad ki khoon mein Duba Chala Gaya niche per phone aur tarikh ki seat Gar Ki gehraiyon Mein Ek Badi Si Chattan Ne uski chij ko ghota,Hindi
0,000736_text_03041 (2).wav,usne Socha man Lo is gay ke liye Mujhe moon Mange Dam Na Mile to ise Main Ghar per Hi Rakh Lunga,Hindi
0,000741_text_01859.wav,Agali Ishu se Unki Prathmik tha Badal gai,Hindi
0,000929_text_01059.wav,per use aise hi Achcha lagta tha,Hindi
0,000994_text_01617 (2).wav,Atal Shaitan Ham phone per apni Pustak Byan Hawa Kuchh Nahin Mein likhate Hain Ki pratikriyavadi Humse Na ji aur Gaddar Ham Sunta Koi Sidhi Lakeer Nahin Hai,Hindi
0,001746_text_01545.wav,yadi Aaj Hamen patrikaon ke tatkalin unko ko ulat Palat kar Dekhen to shayad hi anuman Laga Paye ki Ham UN Dinon Kaise Sankat ki ghadi se Gujar rahe the,Hindi
0,002190_text_02126.wav,Makhan Malai dudh Dahi yah sab Tumhare bete ke dwara bandaron ke Jhund aur Gwal balon ko badhate Humne apni Aankhon Se Dekha Hai,Hindi
0,002776_text_02765 (2).wav,Cobra keema kapde ke Kan Nikalti club todti Kabhi Chauk Kumta Karti Aur Dil Hi Dil Mein Kanchi Chala kar Aankhon Se Na Thi,Hindi
0,003332_text_02834.wav,Ghar Mein Aakar Manav varshon sacred Hai Uska Man atmiyata Ki Shital for heart Sanchit ho gaya tha,Hindi
0,003347_text_01370.wav,Ham bacchon ke liye Daya Waqt chalta Karuna aur Prem Se Bhare Dev do Jaise lagte the,Hindi
0,004427_text_02208.wav,Rang Nath ki ichcha thi ki Pramod ki Puna Pariksha Li Jaaye,Hindi
0,004709_text_01635.wav,isiliye 22 Anubhav ke Anya 8 hun Sanket 9 June Mein is Anubhav ka Itihaas bhi Shamil Hai Ko mis prabhavit karne ka prayatn karta hai,Hindi
0,005241_text_02260 (2).wav,kya Hakeem aapse Nafrat karta hai kya hua aapka Dushman hai beti ne poochha,Hindi
0,005537_text_01663.wav,apni abhadra tippani aur shikshakon ke bare mein apni jokes ke liye vikhyat aur Bhar Ke Liye suit pahne wala yah prastuta Ek Bar live show ke dauran Paigambar Mohammad ke bare mein ek aapattijanak tippani kar baitha hai,Hindi
0,005580_text_02392.wav,Bagh Ki Thodi Si muchh Hai Bhare Naina lekin yah tour Sambhav hai manushya ki Prakriti ko badalne se Adhik Asambhav Nahin,Hindi
0,005791_text_02552.wav,baharhal 2 ghante ki Jadu Jahar ke bad yah Tava ke sambandh ko 10000 rupaye Dekha aur Samanth Jas Kata charge Mein Munh per hastakshar Kar Dega,Hindi
0,006124_text_02327.wav,Bujurg ka karte hain na Damad ke sath Khao Putra ke sath padho,Hindi
0,006865_text_03218.wav,bhi Tute har roj subah hajaron mil ki yatra per Jaate,Hindi
0,006918_text_02926.wav,pakshiyon ki sabha Mein hadkump mach gaya aur sab Aansu Bahane Lage,Hindi
0,007350_text_02745.wav,Raju ki baat ki baat karne ka yah dhang unhen Kisi Ne Sikhaya Nahin Hai Unki baten Dadi Amma ki Andaaz ki hoti hain,Hindi
0,007356_text_02565 (2).wav,unhone Musa ke liye Chini Mitti ki taskari Meghani bhej V aur mere liye Steel ke pet mein,Hindi
0,008199_text_01742 (2).wav,FIR Najar ghumai to Neela per jaati ki champai Rang bua ki si hi badi badi lambiyan khaya per naak aur hot man Jaisi sughad,Hindi
0,008797_text_02407.wav,Kuchh Logon ke Hathon Mein Hasya Hath aur Talwar karod Aditi Kuchh log Bina Murali aur Dafali Baja rahe the,Hindi
0,009015_text_01386.wav,aur FIR Jahan se Purab Dakshin Rajgir udaygiri Tak pahunch Te pahunchte use Swayam apni hinsa se Gila Nahin hui thi aur vah baudh ho gaya tha use Utkal Kalinga kshetra ka Simant Vindhya Parvat ki ISI struggler ke pass hai,Hindi
0,009393_text_01658.wav,anuvad ke liye hamare pass Penguin ki acchi kitabon ki lambi list Ka Hona aur kitabon ya lekhak Kaun ke bare mein Khula najriya Rakhna Hamari Sabse Badi takat Hai,Hindi
0,010017_text_02164 (2).wav,khadga Verma Ne gandak Mrig jaati wale se 100 ki Shakha Tod Vahi aur Jaise hi Dharam Seva Giri donon ped Ke Piche jakar chipkane,Hindi
0,010162_text_03139.wav,bolo Kai Din Se bhukhe the,Hindi
0,010744_text_02656 (2).wav,main Janti Nahin Ki Ek Ko Char karna Rama Ka Priya shauk hai,Hindi
0,010917_text_01631.wav,Jo is Karm ke Lakshya Hain ismein hai ya nahin hai ya adrishya Hai Mohan hai ya saja hai,Hindi
0,011016_text_01845.wav,Aakhir beti ke roop Mein kam se kam Ek Santan ghar mein Jaruri bhi hai aur uski Parvarish Hamara diet vah bhi hai,Hindi
0,011595_text_02312.wav,Matsya Avatar apni 4 pankhon ko fatafat Unchi lehru ko chir de Samudra ke andar Chala Gaya,Hindi
0,012057_text_03001.wav,bhojan ke bad Badshah Ne use poochha beti kya tum janti ho ki kis Prakar baat karni chahie,Hindi
0,012151_text_03296.wav,Baba UN se Itna prabhavit Hua ki usne tatkal sabhi kadiyo ko riha Kar Diya,Hindi
0,013901_text_01340.wav,pitaji ko kitaben aur bete ki kursiyan bahut pasand Thi unhen bhi Allahabad se Manga the,Hindi
0,014480_text_01985 (2).wav,Mausam Ki Pahli Barsat Dekhkar Ham Kaise uchalte kurte Man Ko Barish Ke Aane ki khabar dete Jaise Pani Ki bunde sirf Hamen hi Dikhai deti hain aur Kisi Ko Nahin,Hindi
0,014820_text_01763.wav,Umra Koi mayne Nahin rakhti kya Uske Kahi acche dost usse Bade Nahin per Fir Bhi abhi waha nahin kar sakega,Hindi
0,015384_text_02026.wav,Biti Raat Ki acchi Barish ke bad Sabhi Re Tak Jari Bunda Bandi ab Puri Tarah band ho chuki thi aur Bhure mat Mele badalon ki lagatar Wagah ke bavjud Aasman Mon tha,Hindi
0,015475_text_01200.wav,lekin aathvin dashak mein ek anapekshit badlav Paida hua,Hindi
0,016004_text_01084.wav,Ganga Ke Pani ke liye Unki Shradha Dekhte banti hai,Hindi
0,016023_text_01119.wav,Purnia Ka Ladka Bahaduri se ladte ladte Hue kam a Gaya to ismein kaun si Taj Ki Baat Hai,Hindi
0,017065_text_03306.wav,unhen Aisa Karte Dekh Kar hairan Pareshan Logon Ne Japan ke Ajeeb aacharan per Sawal uthaya to unhone bade bholepan se jawab Diya,Hindi
0,017407_text_01974.wav,kisi ne bataya hai ki yah Lash aapki Patni Ki Hai Shayad inhone aatmhatya Ki Hai is Kamre Mein Jo avsar Rahte the vah to Lapata hai,Hindi
0,017714_text_01618 (2).wav,is sandrbh Mein angreji Mein prakashit Jin do Anya upnyason ki Vishesh Charcha ki Ja sakti hai ek upnyas Salman Rushdie ka Shalimar the Clown hai,Hindi
0,017928_text_01985.wav,Mausam Ki Pahli Barsat Dekh Kar Ham Kaise uchalte Khud Ke Man Ko Barish Ke Aane ki khabar dete Jaise Pani Ki bunde sirf ham hi Dikhai deti hain aur Kisi Ko Nahin,Hindi
0,018400_text_01816.wav,chahti thi Tum Sabko aur Tumhare jaisi uneako ki man Bankar mein falon se Lada Ek Vishal Chhath Nar ped Ban jao,Hindi
0,018749_text_01647 (2).wav,jo bhi ho agar aap mujhe maarna Chahte Hain To kripya Mujhe Bhartiya Banduk se hi Mari,Hindi
0,019170_text_01416.wav,Himanshu Pandya jinhen JNU Se padhaai Karke Hindi padhna tha aur Sanskriti Karmi aalochak Banna tha,Hindi
0,019467_text_03007 (2).wav,Ek Sath hun Tirth Yatra per nikale,Hindi
0,020203_text_02992 (2).wav,Apne Jeene Ki Chahat ko Kabhi Kam Nahin Karna chahie aur agar aap Aisa Karte Hain To aap khud mahsus Karenge ki aap apni Bimari se theek ho rahe hain,Hindi
0,020241_text_03182.wav,FIR unhone use rupaye dete Hue Kaha Tum ISI Tarah Karte Rahana,Hindi
0,020392_text_03078.wav,ine se Judi hui thi pauranik aur Dharmik kathaen Hain,Hindi
0,020398_text_01644 (2).wav,Kintu saubhagya se is Ek sabhyata ke bhitar takrar Ek vyakti samuday Sanskriti ke hinsak Atma aur ahinsak Atma ke bich takraav Ki Tarah padhne vishleshan karne ki koshish bhi Hui Hai,Hindi
0,020742_text_01411 (2).wav,Devyani Jo Ek Hindi Rajasthani lekhak Ki Beti Thi use Kavita likhate likhate patrakarita Prem grihsthi anuvad Shodh ki or Chale Jana Tha,Hindi
0,020742_text_02182.wav,apni Bacchan ke anusar Shubh muhurt per Anant dakshini Parvat Gaya aur mantron ka Jab Karke Sarovar Mein Utra,Hindi
0,020869_text_03194 (2).wav,mera gana bhi chhut gaya aur kam mein bhi man Nahin Lagta isliye kam ka aaj tak ho gaya hai,Hindi
0,021504_text_03309.wav,Is Tarah Ki Kai pasand hai Jab Gurunanak Ne Badi masumiyat se Aisi Baat ka De,Hindi
0,021622_text_03216.wav,yah kahkar unhone merath ke Rajya Ka Hath pakad kar unhen sinhasan per Baitha Diya aur vahan se chale gaye,Hindi
0,021975_text_01488.wav,Mere Bhai Babu bhai aur bhabhi Tala ne apni Jivan ka jyadatar samay janjati hi samuday Mein padhte Hue hi bataya hai,Hindi
0,022042_text_02080 (2).wav,vah Padhi likhi aur Samarth Thi apni aur bacchon ki avashyakta ke liye vah Kisi per nirbhar Nahin thi,Hindi
0,022045_text_01232 (2).wav,Pandit Durga Shankar srimukhi Hatya ke samachar ka sthaniya Se Badhkar antrashtriy ho jana Kai Karan se tha,Hindi
0,022118_text_03038 (2).wav,sadhu ne usmein do Dhokha use De Diya aur Ve FIR chal Pade,Hindi
0,022140_text_01418 (2).wav,is bar se Ham Ek Anya kalik Stambh Kitab Shuru kar rahe hain Jise Ham is Samiksha simit space Nahin banana Chahte,Hindi
0,022818_text_02584.wav,Kuchh kabutar bikte Hue Bhi Char Diwari per Pade gehun ke Dano ko chune Mein vyast the Ekda gutor gun karte hue gol gol ghoom kar Nach rahe the Jaise Kai Dinon Ki bhishan Garmi ke bad in Nanhi Nanhi boondan aur Shital Hawa Ke Jhonke ka bharpur Anand bhi Lena chahte ho,Hindi
0,023925_text_01990.wav,bavla aur Mujh Mein HOD lagti thi ki Kisne Kitni Jyada ke June ko mara,Hindi
0,024364_text_02722 (2).wav,Infosys Mein Karya Apne kalpanik Chacha ke ghutne ke aarop Ke Silsile Mein Aakash Joshi ki ghoshit likhawat mein sambhavit kharch Ka hastakshar parcha Mujhe dikha raha tha,Hindi
0,024844_text_02909.wav,is mudde per Kuchh pakshi Ladne Lage,Hindi
0,025544_text_02817.wav,rikshala farsh per bichhada Akhileshwar Mein bola Tantra Mein Yaseen Shakti Hoti Hai Sabha Ek Bar Siddh Ho Jaaye to,Hindi
0,026033_text_02287.wav,sardar ki Baton ko sunte hi Aurangzeb ko laga Mano use hajar Bichhua ne ek Sath dant Mara Ho,Hindi
0,026396_text_01870 (2).wav,is kam ke liye doctor Ranchi fees Leta tha,Hindi
0,026659_text_02520.wav,Uske payable list the uska Charan Sparsh Jaisa Kathor tha vah jaise Uske jabde the uski Aankhon Se Arun Kanti a rahi thi,Hindi
0,026849_text_01074.wav,yah Khan Sahab Koi dusre Hain,Hindi
0,027204_text_01099 (2).wav,Islam aur Anya Kisi bhi Dharmik Asmita ke sandrbh mein yah Dekha Ja sakta hai ki ilaka Aadhar per Badalti rahti hai aur dusre unke bhitar ke Kai dvand Dekhe Ja sakte hain,Hindi
0,028662_text_03131.wav,Ek aadami Budha Ho Chala tha,Hindi
0,028781_text_02430.wav,Tumhari Man ke Kahane ka matlab tarbuj se hai ismein khane aur Peene ke liye bhi hai is ka Bij Bona aur ugane ke liye hai aur chhilka gay ke liye bhojan Hai Main To yah Nahin samajh Paya tha Bhagirathi Bhagya Ne Khila per se uthate Hue Kaha,Hindi
0,029105_text_01818.wav,uski Parivar Mein Kai Bal bacche Daar dampati the Bade bhaiyon aur Chacha on ke lekin Sab Ne Badi Chalaki se sirf Nar Shishu ko Janm diya tha,Hindi
0,029146_text_01806.wav,seat Itna Keh kar Rajya Se lipat Kar Rone Lage,Hindi
0,029320_text_01967.wav,unke bich kha rahi hun Mujhmein per Vishwas Karke Itna Kuchh kah Deti Hai Mera Koi Fark Nahin Banta kya Patni Teen Char ghante bad lottery thi,Hindi
0,029495_text_02486 (2).wav,MHA Parvat per rahakar vah rudhir Bhairav ki Upasana kar raha tha,Hindi
0,029503_text_03116 (2).wav,Yahan Yamuna balyavastha mein hai,Hindi
0,030237_text_01523 (2).wav,Pradhanmantri per Kapda pahna aur tivra Vyanjan is film mein kiya gaya hai,Hindi
0,030521_text_02546.wav,Kisi vyakti Ne shivnath Khosla Thi pahle Tum thoda bahut Dhan kam Aaoge to badappan Tumhari Khoj Karte apne aap a jaega,Hindi
0,031013_text_01524 (2).wav,Aaj l Kishan Pradhanmantri ke Niji Sachiv Ne yah karykram Banaya ki Ham Char log chupchap Kissa Kursi ka Dekhi,Hindi
0,031038_text_01677.wav,Ham yah Baat Yagya ki Mul tahat Sahitya Kala Aadi ki Arun Main Bhi Agar synthetic Kismat Ki patrikaon ke sandrbh mein kah rahe hain lekin Anya anushasan mein bhi rachnatmak prayatn apni shuruaat Mein lagbhag Ek Jaisi vaigyanik Nishat Makda aur Bima companiyon Jaisi Bhavishya Drishti ke sath avtarit Hote Hain,Hindi
0,031156_text_01365.wav,lekin Lamba log Khoob Gori aur Sundar Hote the,Hindi
0,031196_text_01312.wav,Yahan lekhak Apna Kartavya Samajhta Hai Ki swikar bhashan Mein Ek shapik dalte Hue Pathak ko yah bataen ki is ghatna Chakra ka Ek dushparinaam Ya vah,Hindi
0,031373_text_02157.wav,Bhi Ek Vishal Pipal vruksh ki ganth Dhaar Jagran per Baithe hue the,Hindi
0,031686_text_01197 (2).wav,lekin edit ki kavita unke sankalan Pathak on ke liye Prayas Ek baudhik chunauti Lekar upsthit Hui aur abhi tak kaviyon aur vidwanon ki grahan Jigyasa ka Vishay Bani Hui Hai,Hindi
0,033436_text_02518 (2).wav,Madhya Pradesh ki rajdhani Bhopal se Kareeb Kimi Dur Bhimbetka hai jo vahan ki lagbhag gufaon mein shellvit Chitron ke liye prasiddh hai,Hindi
0,033649_text_01653.wav,acchi pustake chhapna alag Tarah ki pustak Achcha Apna Bhartiya bhashaon ki Sahitya Prakashan kis tarikh ko Uncha uthana aur stariya anuvad Kesari angreji aur Anya Bhartiya bhashaon ki Sahitya ko Hindi mein Lana Prakashan ka kam Shuru karne Ke Piche shuruaati Karan Yahi thi,Hindi
0,033980_text_02801.wav,main Unki 4 sal ki beti ko dekha hua Mathe par Bela ka Gajra Lagaye Hue Thi Aur Uske Gol Chehre per Chinese cut ke bal aur balon ki Kuchh ladkon ko Gulabi Maroon Rang Se rang diya tha,Hindi
0,034102_text_02601 (2).wav,phool ke bad Sidhi sapate Pakki Sadak donon Taraf devdaar aur Kale Kale Lambe Ghane ped kaun se chalkar Aarti Gungun Idhu Kuchh der pahle niche Utar di thi Chhod rahi thi,Hindi
0,034342_text_01889.wav,Doctor ki Jiva Talu se Chipak Gai Thi Apne navjaat Shishu ke Prati Ek Pita kya Itna Aur sahishnu Aur Nirman ho sakta hai,Hindi
0,034865_text_01894.wav,aap batao is bacche ko Jahan Chhod Dun Ja jakar Kahin Dafna Kar Do,Hindi
0,035056_text_01607.wav,stool per Rakhe Uske pair Buri Tarah Ladka Dhani Lage,Hindi
0,035209_text_02119.wav,Mujhe Kund ikshvaku Samay ke Mahan Chakravarti Mandhata Ke Putra the aur ek Mahan Samrat thi,Hindi
0,036093_text_01655.wav,iski samajh Ja Parvah hone ke badle Apne pratidwandi Hindi ke sthapit Prakash ko Rajkamal Bani Gyan Peeth ke bare mein kya rai thi,Hindi
0,037180_text_01562.wav,dusri baat ki television se Paida hone wale 8 sirf unke Nirmata Unki sakriyata se nahin Hote balki Swayam uska upbhokta yani audience bhi Arth Paida Karne Mein sakriy Hote Hain,Hindi
0,037742_text_02625.wav,Budh aur Badrinath ka aur bhare man santhil hot Uske Chehre per marubhumi per ho gaye kya actors ki bharti Chamak rahe the,Hindi
0,037839_text_01927.wav,Yahan Meri Jaan pahchan ka bhi to Koi Nahin Hai,Hindi
0,037848_text_01264 (2).wav,videshi media Ka Dhyan is Hatya ki or use Chhoti Si report ke Naate bhi Gaya Jo usne France ke lamond mein chhapwa,Hindi
0,038041_text_01060.wav,apni Rag Yad Aaegi Main Jis Ek chij per sarvadhik mehnat Ki Hai vah Unka minut ka kam hai,Hindi
0,038360_text_01374 (2).wav,Har Subah Ham apni De per hoge nirbal pankhon ke sath Aakash ki or udati Aur Kisi ujale Ko Dekhkar Ek Sath Kisi samuhik Asha ward Mein Tut padhne wali in chitiyon ke Angan Achcha jhadu Laga kar Bahar fenk Dete Hain,Hindi
0,038373_text_01144.wav,yah Karan nahin hai ki Gulzar ke likhe film geet bhi ISI Karan Apna Samvida atmak Utkarsh gehri marmikta mein padhte hain,Hindi
0,038424_text_03231 (2).wav,Kuldeep se Samudra Ka Kinara pakdana Saral Kam Nahin Hai,Hindi
0,040066_text_02514 (2).wav,Bharat ki Enid Blyton ke roop Mein Prakhyat Shrimati Datta ki pustak a children's Book Trust tatha Anya ke dwara prakashit ki gai hai,Hindi
0,041202_text_02544 (2).wav,Ganga Ne bade hi aaturta bhadreswar Mein poochha Kahin ke dimag ko chot To Nahi Lagi ghabrane ki koi baat nahin is per sugar Apne Hanste Hue Kaha din bhar bhi mehnat Karoge tab bhi Tumhen Ek Ashrafi bhi nahin milegi,Hindi
0,041863_text_03161 (2).wav,ant Mein chautha Putra Gaya,Hindi
0,042286_text_01673 (2).wav,Linux ko desktop Mein cable prayog Ke Liye Hi istemal Kiya aur lagbhag Sabhi flavour per kam Kiya Jaise PCU Linux redhat Su se debian Ubuntu Aur Bhi bahut Sare,Hindi
0,042389_text_02446 (2).wav,Jhansi ke Durg ke boor se ek Khandeshwar bijali Ki Tarah kadakutty Jhansi Ko Chhod Do,Hindi
0,042566_text_02485.wav,Kumar Swami ji bade Hote Gaye Kyon Hota Re Kasur Dar Ke Mare dusra Apne dekhne Laga,Hindi
0,042680_text_01748.wav,yah ladki hui hai Darshan Bombay hoti to pura Ho Jaati ISI Neela Li Nahin Jaane deti,Hindi
0,043123_text_01872.wav,doctor se bahut nazdiki se jaan pahchan ho jane ke bad Amber bhi Khud Ko is Khaas Shreni Mein manta tha,Hindi
0,043248_text_01508.wav,lekin ise chalane wale Vijeta ko yah log sirf aadhe ghante Tak Utha Nahin Dete Hain,Hindi
0,044395_text_02734.wav,darvaje per Jeep Hai tractor high-pressure Hai pumping set Hai Ek Jodi Bal Hai Bhains Hai Jersey gay hai,Hindi
0,044520_text_01191 (2).wav,35 Baras purane is samvad ke ansh uplabdh karane ke liye Ham Kabhi Katha ka Anirudh matke kritagya,Hindi
0,045221_text_01236.wav,Purvanchal balon ke sare swabhavik sanskritik Adhikar ke bavjud madhyanchal wale is Baat per ad Gaye ke Lucknow to madhyanchal ki hi Rajdhani Hogi,Hindi
0,045530_text_02903.wav,aur kabhi kabhi hamen Sapnon Ki Duniya Mein Bhi Le Jaate the jinhen ham Aaj Bhi Yad Karke prasann Ho Jaate Hain,Hindi
0,045793_text_02303.wav,main se Dekh Kar Itna ghabra Gai ki mujhe Chakkar a Gaya aur behosh hokar farsh par Gir Padi,Hindi
0,045860_text_02978.wav,parantu man hi man vah bahut Tut chuka tha aur abhi tak vah Sambhal Nahin Paya tha,Hindi
0,046350_text_01196.wav,pahle pahal to purushon dwara Rachi Hui sahityik Satta Ne is Kavita ka majak Udaya,Hindi
0,046657_text_03091.wav,Ganga Jadi aadhyatmik Ka Pavitra Ta aur Paap se Mukti ki Nadi hai to Yamuna Prem ki Pratik hai,Hindi
0,047214_text_02126 (2).wav,Makhan Malai dudh Dahi yah sab Tumhare bete ke dwara bandaron ke Jhund aur Gwal balon ko badhate Humne apni Aankhon Se Dekha Hai,Hindi
0,047563_text_01595 (2).wav,Sahitya kritiyon ko Junoon ki had Tak chahane wale logon ka laghutam samapvartak Aakhir kya ho sakta hai aur ine kritiyon ke lekhak Kaun ke Kore tathya is Prakar hai,Hindi
0,048419_text_01661.wav,ine 4 varshon mein Hindi mein durbhagya se majbut library Sanskriti hai,Hindi
0,048668_text_02962 (2).wav,ab ki bar Uske Ghar Wale Bhi bahut jyada dar gaye the,Hindi
0,048937_text_01550 (2).wav,Agar Hotel Taj Nariman house aur Hotel Oberoi Ko Chhod De to Baki ke visuals aapko Kisi bhi aatankwadi ghatna ke hone per mamuli hair fair ke sath Dikhai Denge,Hindi
