,Filename,text,language
0,tel_0001.wav,Aa Tarvatha Hyderabad ko Badri,telgu
0,tel_0002.wav,yah Gramam Lo prajala Pradhan Navratri pravachan,telgu
0,tel_0003.wav,quthbullapur Andhra Pradesh rashtram Loni Rangareddy Jilla mandalam,telgu
0,tel_0004.wav,Naina Pita Puraskar and grahita viswanatha Satyanarayana,telgu
0,tel_0005.wav,hi grammar course ki nadi Madhya Marg block Kala Dun,telgu
0,tel_0006.wav,wicked kevalam Hyderabad matrame Pathshala saukaryam,telgu
0,tel_0007.wav,Wikipedia sabyulu Ravichandra Mario Khas Babu Mario ki pidiya ka aadharit,telgu
0,tel_0008.wav,railu Ravana vyavastha parimanam kramam Lo deshala Javed Hindi,telgu
0,tel_0009.wav,Hindu Sangam Makka ko Lala Kota mein,telgu
0,tel_0010.wav,Vijay Singh Ji ki film ko pattern De,telgu
0,tel_0011.wav,Jila Lo Agra Mala cutting,telgu
0,tel_0012.wav,dinner dwara chuttu pakkala Parikrama Logon Ne Tripura jaruguthunnadi,telgu
0,tel_0013.wav,Kabhi Asan Drishti Mario play the star,telgu
0,tel_0014.wav,ekgaon Delhi Bengaluru Hyderabad Mandi near me,telgu
0,tel_0015.wav,udaharan ko Wikipedia to login Pukara Vyas ke jilon ke Charcha,telgu
0,tel_0016.wav,Madhushala Ananda Undi,telgu
0,tel_0017.wav,alagey bommalu upload cheyali,telgu
0,tel_0018.wav,bommalu vade vidhanam pay Jila na sari Pandey,telgu
0,tel_0019.wav,Euro Vijayawada chala dhagara,telgu
0,tel_0020.wav,Jeene prastut import Muscat leather Pata Nagar Manikonda antaru,telgu
0,tel_0021.wav,Kadapa jilla Andhra Pradesh Loni Jilla,telgu
0,tel_0022.wav,Wikipedia lugadi pratyek licence padhati,telgu
0,tel_0023.wav,kalidasu per Sanskriti Kavi ka karta,telgu
0,tel_0024.wav,desamlo prasidha Tamila senior darshakudu ke bhalchandra Anaconda Bandhan Hindi,telgu
0,tel_0025.wav,Hindu Kante Communist Party gurinchi vyasam,telgu
0,tel_0026.wav,vayasam Kaminey Jamane rajkiy Mario samajika siddhantam gurinchi matrame,telgu
0,tel_0027.wav,Chitram Lo Akkineni Nageswara Rao Nageswara Rao,telgu
0,tel_0028.wav,Kannada Karnataka Rashtra adhikara bhasha,telgu
0,tel_0029.wav,emotion Wikipedia ko sambandhit Mausam,telgu
0,tel_0030.wav,Aaina bheji financement aalochana,telgu
0,tel_0031.wav,men rashtram Lo Diwakar engineering kalasala,telgu
0,tel_0032.wav,eppudu Miriyala Sant kam chest Mein Katha Sant kam Karna Hindi,telgu
0,tel_0033.wav,Kabali neruppu Rangoli Mukul tappa,telgu
0,tel_0034.wav,Rani Vari gurinchi ninadalu chala takkuva,telgu
0,tel_0035.wav,e Gramam Lo Hari pradhana Panta,telgu
0,tel_0036.wav,Varalakshmi vratham Anna pageelu Varalakshmi vratham cinema Varalakshmi vratham Pandaga,telgu
0,tel_0037.wav,Walker with Amina boutique Aacharya,telgu
0,tel_0038.wav,Ke jilo Mere chahane Wale Dunga Prayag Aalu chahie Tum Wikipedia lo avasaram,telgu
0,tel_0039.wav,dinner dwara ka Prathmik ka Pathshala ka high school ka IDBI Net covid-19,telgu
0,tel_0040.wav,America lo ATI Prachin na Prabhu to Sanskriti ka Sanstha,telgu
0,tel_0041.wav,today Army Aakhri satyata Pratibha,telgu
0,tel_0042.wav,kostha Andhra Telangana Mario Rayalaseema,telgu
0,tel_0043.wav,the girl Loni railway station Rajahmundry lega Kakinada,telgu
